text,sentiment
"unknown to anyone , inez has begun a secret tryst with druden ( james urbaniak ) , a sweet-spirited , oddly-romantic , and wealthy young lawyer in town . 
",neut
"facing death of his friends , major korenev decides to re-install law and order using some unorthodox methods that are only relevant in 21st century russia . 
",neut
"set in a future britain , this black comedy revolves around one day in the life of a drug dealer . 
",neut
"no ten&#237 ; a que enfrentarse con la estrategia y potencia de un ej&#233 ; rcito enemigo , sino con el jolgorio de grandes masas que invadir&#237 ; an el territorio con panderetas , risotadas e histeria . 
",neut
"in the shadow of the casinos , is a world of backroom deals that can end a life over less money than the price of a bus ticket home . 
",neut
"a mobster's wife is forced to confront her dark side when her young child is kidnapped and held for ransom . 
",neut
" "" it's amazing how one small thing can set off such an interesting chain of events . "" 
",neut
"once the transformation is complete , he's ready to take on the evil perpetrators of operation whitewash--mr feather , penelope snow aka white she devil , and , ultimately , the man . 
",neut
"sally's daughter , vicky , is aware of beck's chosen profession and threatens to tell her mom ( who beck has fallen in love with ) about it unless he tutors her in the art of card counting . 
",neut
"unfortunately , he neglects to mention that he is a professional gambler with bad instincts and that the jaguar is borrowed . 
",neut
"told as if reading the pages of a diary , along with a stunning visual style , quiet illustrates that beyond the brink of madness lies one man's sanity . 
",neut
"now they must run for their lives as the deluge strikes with full force at the heart of their private world . 
",neut
"on scene is a famous greek actress , marina , who is to play the main role , a character based on the life of lilly , a woman from athens who played an outstanding role in the resistance , but later arrested by the bureau of security police , a notorious torture center . 
",neut
"standard story of a biker gang taking over a town is not saved by the presence of lou diamond phillips as the head biker or sean patrcik flanery as the avenging townsperson who takes on the gangs with the help of an old codger ( robert forster ) . 
",neut
"the small daily routines of everyday life are not as clear and obvious as one might think . 
",neut
"there are two distince paths in life good vs . evil . 
",neut
"aka birdseye is the saga of an obsessive colorado sheriff and his trusting teenage son , who risk it all when their twisted reconstruction of a mysterious kidnapping case escalates into a dangerous hunt for a mythical swiss criminal . 
",neut
"he gathers a following and becomes a rock star only to find that his music awakens the ancient queen akasha and she wants him to become her king . . . 
",neut
"three stories of undying love from acclaimed japanese filmmaker takeshi kitano . 
",neut
"after taking a look at the people around her and examining her life's choices , lucy decides that it would be unfair to give up this baby just because she didn't do what she wanted to with her own life . 
",neut
"michael , sr . and michael , jr . then set out to get revenge on the man who killed peter and mrs . sullivan . 
",neut
"this painter's block has lead to a desperate man obsessed with the need to paint , leaving the artist in a state of disarray . 
",neut
"a weaving trail of twists and turns that left people unsettled for two generations until investigative persistence aided by modern technology brings justice for a young mother and her family some 28 years later . 
",neut
"tuck everlasting is the story of a girl named winnie and a family who she meets , the tucks . 
",neut
"a week later , jash contacts the police , asking not for a ransom but for retired police inspector mo to be his police contact . 
",neut
"has taken serious note of the situation and special task force is sent to the jungle to deal with naxal problem . 
",neut
"in the course of the investigation , he discovers that his own unresolved pain and failures as a father have deeply influenced joey's life , and now his 18-month-old grandson may be fated to follow their self-destructive paths . 
",neut
"now , when angered , he turns into a massive green behemoth with the mind of a child . 
",neut
"and it seems that the only thing that he can't do , is alter a person's free will , so if he wants her back , he has to do it the hard way . 
",neut
"he soon escapes and runs into a woman who has recently had a car accident and is suffering with amnesia . 
",neut
"in his memoirs , guevara recounts adventures he , and best friend alberto granado , had while crossing south america by motorcycle in the early 1950s . 
",neut
"bret owns a small but successful art gallery , balancing aesthetics and business deftly . 
",neut
"rosetta projects seduction scenes from movie clips onto ruby , which absorbs as she sleeps . 
",neut
"the master rescues melinda ( jennie dallery ) , a gang-banger on the run ; blake ( jeff sauber ) , a failed young artist ; and ariel ( shannon morris ) , teen hooker ; and brings them to his shelter along with other social rejects . 
",neut
"to his surprise , he makes it , but now the real challenge begins - to cease being jamal and start new life as juwanna . 
",neut
"as jake and sam bicker throughout their trek across majestic india , they find kabir , a museum curator who possesses an artifact which he claims can produce the musical tone required to open the door to the temple . 
",neut
"the l . a . dogwalking scene provides a colorful backdrop for the story of ellie moore ( diane gaidry ) , damaged goods on the run from her latest abusive boyfriend and on the verge of transformation . 
",neut
"from that moment on nothing is as it was before . . . 
",neut
"how has the "" excitement "" of the 70's turned into the "" blandness "" of today ? 
",neut
"a ruined , jeckyll and hyde man he may be , but a ruined man may prove to be a heroic one when a villain emerges , and close . . . 
",neut
"the plot involves an innocent poor boy , who is a happy go lucky , always trying to live a stylish life . 
",neut
"a young african american man , quickly closing in on the much sought after american dream , comes to terms with the fact that no amount of success can shield him from the ills that face our society . 
",neut
"and keeping their heads on their necks will become their main concern . . . 
",neut
"and for her honor , it will be named 'paradise-casino' . 
",neut
"it just might all be bearable , somehow possible to live through , if it weren't for those damned 'monsters' that keep trying to kill him . 
",neut
"beary , a young bear raised by a human family in a world where humans and talking bears coexist , attempts to trace his roots . 
",neut
"there's only one thing his cousin didn't tell him . . . 
",neut
"the results of the gene therapy are passed on to his son bruce . 
",neut
"matters become even more complicated when juwanna realizes that he is falling for his teammate michelle ( vivica a . fox ) , who shows him that there is more to women than meets the eye . 
",neut
"a strange film employing old home movies and newly shot footage in an effort to expose one hungarian family and their mutiple problems from the 1940s to current . 
",neut
"they fight with glass plates , staple guns , light bulbs , fire and other homemade weapons . 
",neut
"the case gets more complicated , when even the police themselves appear to become suspects in the murders . 
",neut
"disillusioned and with no money the secret knight joins the crusaders and embarks on new adventures . 
",neut
"clerick john preston ( bale ) is a top ranking government agent responsible for destroying those who resist the rules . 
",neut
"four characters are carried over , the first sergeant , the clerk , the mess sergent , and the misfit . 
",neut
"if you act in an inverse way , you will not have the room for larger stones . 
",neut
"problem is , 18-year-old christina lombardo doesn't want her help . 
",neut
"within four months the couple realize that they are incompatible , they divorce and amir emigrates back to germany . 
",neut
"things go from bad to worse for the drummer when it comes to his attention that he is being hunted down for execution as a deserter . 
",neut
"it mixes real news reports with actors portraying friends , family , cops , killers , and other laramie residents in their own words . 
",neut
"five years later "" the bride "" awakens from the coma the assassins left her in and heads out to seek bloody revenge . 
",neut
"soon , against his own expectations and the scorn of his friends , landon finds himself falling in love with this outwardly plain girl who possesses a passion for life he never imagined possible . 
",neut
"refusing at first to open up , the young man eventually breaks down and reveals a horrific childhood . 
",neut
"this film is based on "" our sunshine "" by robert drew , a novel based on the life of australian bushranger and icon , ned kelly . 
",neut
"the deeper john digs , the clearer the mothman's purpose arises - only to leave his life in immediate danger , as it seems . 
",neut
"when rock star roddy usher's wife is murdered , he's sent to the county lunatic asylum , where the therapy is far more insane than the inmates . 
",neut
"but with little hope of breaking the game's vicious cycle of money , dark deeds and long spells of incarceration , mel's life represents everything tiz is trying to escape . 
",neut
"former caa power broker , michael ovitz is probably very sorry he ever decided to do that vanity fair interview . 
",neut
"she must finally step out of her rarefied world and confront the assumptions on which she's built her whole life . 
",neut
"their only resources , tenacity , determination , ingenuity and each other . 
",neut
"when detective ben simm's wife is killed , he has to learn to be both father and mother to his little girl while searching for a vigilante that has his own sense of justice . 
",neut
"her scholarship and her dreams are on the line and jenny takes an emotional roller coaster ride on the path to work it out . 
",neut
"matt was drunk and as he reached for the car radio , he struck the girl as she crossed the road . 
",neut
"when his sister meets a grisly death in san francisco , he goes there to hunt her killer . 
",neut
"all her father gus wants is for her to get married to a nice greek boy . 
",neut
"he tries to recapture the past , and make some sense of his life , that of his friends and family , and the present state of his native country . 
",neut
"based upon sherman alexie's book of poetry of the same name . 
",neut
"a plan to start a parisian salon with a distinctively democratic air brings conflict with her new surroundings and an unusual ally in a country girl raised by pigs . 
",neut
"enlisted for a dangerous covert mission , he must combat a clever , organized , and ruthless enemy far beyond the scope of his experience . 
",neut
"things get a little awkward when harry suffers a heart attack at the home of marin's mother erica ( keaton ) . 
",neut
"he presents himself to be a rich boy , fool her and romance with her . 
",neut
"a team of professional thieves are hired to rob a jewelry exchange . 
",neut
"saruman's army of uruk hai is ready to launch an assault against aragorn and the people of rohan . 
",neut
"lukas and his friends live in a commune out in the woods . 
",neut
"unable to get time off work his mother leaves him outside in their garden to avoid him causing trouble . 
",neut
"a counterfeit 1000 tomin bank note is passed in a bazaar . 
",neut
"is this challenge too much for even the amazing spider-man to handle ? 
",neut
"but on his latest case , the stakes are higher for vincent--the suspect he's investigating is his own son . 
",neut
"tragedy strikes , and eve learns her childhood friend arman is killed in armenia , transforming her dreams to nightmares . 
",neut
"how would you feel if when you woke , the nightmare had just begun ? 
",neut
"johann christoph haizmann , who lived in the 1650s , was a painter and a deeply disturbed individual . 
",neut
"but for one celebrant this holy week is different . 
",neut
"their plan is to take jason back home to crystal lake and have both freddy and jason destroy each other . 
",neut
"it's not that their lives are not turning out as expected - it's that they're turning out exactly as expected . 
",neut
"a quirky family parks its trailer on a texas desert and tries to build the golf course of the father's dreams . 
",neut
"the gripping story of the dutch bettien martens , based on true facts . 
",neut
"the desperate miauczynski personalizes our own fears and obsessions , which have become so visible recently . 
",neut
"at the same time , gwen who writes for the college paper , is tasked with doing a story on him , but van is too busy partying to do that . 
",neut
"a mysterious video tape is killing off anyone who watches it . 
",neut
"after discovering a passenger ship missing since 1962 floating adrift on the bering sea , salvagers claim the vessel as their own . 
",neut
"but this murder investigation is drawing vincent home to long beach , the self-proclaimed city by the sea , where the past has been waiting for him to return . 
",neut
"they decide that the path to true love is to purposely set each other up on "" extreme dates "" with the objects of their affections . 
",neut
"this could be lizzy's only chance to start a new life and recreate the family she tragically lost as a child . 
",neut
"try as he might , the roguishly handsome cliff starkey , just can't keep out of trouble . 
",neut
"one of the ring's original bearers , the creature gollum ( andy serkis ) , has tracked frodo and sam down in search of his 'precious' , but is captured by the hobbits and used as a way to lead them to mt . 
",neut
"facing her past , culturally and emotionally , eve finds herself caught up in the independent movement of armenia , and the crisis of commitment with the man whom she falls in love . 
",neut
"as in his previous films , this kurdish director is again focusing on the oppression of his people . 
",neut
"the entire town begins to look for ellen when she fails to appear at home that night . 
",neut
"and eventually some eyes turn toward the drifter , vince . 
",neut
"luster is a refreshingly funny and sexy look at unrequited love . 
",neut
"still suffering from her hangover , julie doesn't realize that ellen is missing when the school bus leaves the cemetery . 
",neut
"the protagonist , sally amonte , is still mourning the loss of her deceased husband and though she is young and beautiful , has resigned herself to working in the textile mill , caring for her elderly mother , and worrying about her rebellious teenage daughter . 
",neut
"the angel has already gotten to her and taken her into hiding . 
",neut
"dre is an executive with a hip-hop record company based in new york . 
",neut
"they live in a poor village in the soviet union , fantisizing about a better life . 
",neut
"when the teen disappears , a man ( kingsley ) assigned to find her tries to use the spring for his personal gain . 
",neut
"she and her daughter try to escape ( such as to her previous boyfriend played by futterman ) , but he pursues relentlessly . 
",neut
"given the circumstances , kyle might have been acquitted on the grounds of temporary insanity or perhaps even convicted of the lesser charge of manslaughter , but the fact that a federal policeman was also killed in the shooting , albeit accidentally , sent kyle to marquezas . 
",neut
"by occasion , the family plays a bizarre game : when someone rings a bell , everyone has to undress as quikly as possible , dive in the swimming pool , and grab the wooden fish in the pool . 
",neut
"the story encompasses social degradation , unemployment , racism , casual violence , excessive drink and bad sex - and how they fall into a political context . 
",neut
"nicholas , his sister and mother venture to london to seek help from their uncle ralph , but ralph's only intentions are to separate the family and exploit them . 
",neut
"cruise's character has the tables turned on him when he is accused of a future crime and must find out what brought it about and stop it before it can happen in the year 2054 , a so-called "" pre-crime division "" is working around washington , dc . 
",neut
"years of guilt and sorrow tumble over each other as vince struggles to retain his sanity and understand who it is he is hoping to find alive . 
",neut
"chris forces mitchell to deliver guns and drugs while he hangs out on a rooftop and freaks out all day . 
",neut
"determined to reveal his new findings and theories to the world , the awkward yet sincere bodybuilder realizes he has no choice but to get back in supreme shape , compete in the ultimate "" mr . 
",neut
"his biggest customers are the yorkin family , and they seem to have everything in the world . 
",neut
"all or nothing is set on a london working-class housing estate over a long weekend , and also tells the stories of a range of phil and penny's neighbors , some of whom become involved in the family's lives , and all of whom experience an emotional journey . 
",neut
"in 1870's the u . s marshall mike s . blueberry tries to stop wally blount , the man who killed his girlfriend from getting to a stockpile of gold hidden in indian territory . 
",neut
"emma's a succesful sale agent for a home security company , due in part to being the police chief's daughter . 
",neut
"his exciting and stylish life as a drug lord seems to have come to a halt . 
",neut
"a document about a unique political and artistic moment , the film traces the links between the two most important latin american filmmaking movements of the late '60s the brazilian cinema n&#244 ; vo and the cuban cine revolucionario . 
",neut
"a path that will lead to the day in and day out drudgery of a soul-less survival or a path that will lead them down the road in pursuit their dreams . 
",neut
"a woman stands on the shore , looking off into the flooded valley where her friends and neighbors once lived . 
",neut
"directed by rob bowman ( "" the x-files "" ) , "" reign of fire "" fuses a medieval past with a post-apocalyptic future in this exciting tale of adventure and survival . 
",neut
"a "" film poem "" which is a 2002 updated version of the famous 1936 general post office film 'night mail ( 1936 ) ' . 
",neut
"he wanted to make a difference - but nothing does at downview high . 
",neut
"most of them realize it is counterfeit , but too late to take action . 
",neut
"when starla figures out that genevieve deliberately set it up by giving her bad tutoring to fail all those classes , she begins an all-out personal war against genevieve to take back her social life . 
",neut
"and to turn this dream into a reality he looks forward to his son , akash . 
",neut
"jude law co stars as a hit man hired to kill sullivan . 
",neut
"renata is a young high-class girl and ulises is a poor guy . 
",neut
"when eliza discovers that poachers in africa's serengeti desert plan to kill an elephant herd with an electrified fence , she and her chimpanzee friend darwin must somehow find a way to stop them . 
",neut
"told in one fluid shot , a tale which floats like a dreamlike journey through the majestic spaces of the hermitage in st . petersburg , engaging real and imagined characters from russian and european history . 
",neut
"but her selfish actions soon catch up with her . . . 
",neut
"that's why handsome and his three best friends sammy , victor and the cribsheet genius applebee have banded together and found ways to cheat on their tests all through their school years . 
",neut
"caught in an intrigue of baby-snatching , a bounty hunter and diaper-changing , dave and ruby spend a hilarious , unexpected and wild night together . 
",neut
"the plan goes by smoothly , but troubles comes when ray actually falls in love with eva . 
",neut
"watch as superfag rescues anthony , a naive , adorably cute guy whom superfag falls head over heals in love with . . . watch 
",neut
"on an out of control train holding hostages and high-tech bio-weapons agent kristoff ( van damme ) becomes a one man army to derail the terrorists and save the lives of everyone on board ! 
",neut
"a big time drug dealer victor rosa ( john leguizamo ) is looking to get out of the game and sees his chance with a big deal with a new friend who happens to be a wall st . stockbroker . 
",neut
"through an allegorical 'fable' that is told in parallel with joseph's struggle , we are left to decide for ourselves in the end , who is the crow and who is the wolf . , was someone out to get joseph , was it a stroke of bad luck , or was it all in his head ? 
",neut
"but katherine holds her back , not to let interfere anything with her successful career . 
",neut
"but the more he becomes human , the more chaos happens in this formerly perfect holo-deck . 
",neut
"when their house is robbed on christmas eve they team up to track him down . 
",neut
"when images of nicholas's absent father start to appear to him , the boy is understandably frightened . 
",neut
"incredibly , dionysus' unarmed women defeat pentheus' formidable royal army . 
",neut
"'brass tacks' is a 35mm feature length , narrative drama . 
",neut
"aussie adventurer steve irwin aka the crocodile hunter has avoided the death-roll and nabbed another feisty croc , hoping to save it from poachers . 
",neut
"would anyone believe mary and joe's claim to abstinence ? 
",neut
"calendar girls is about the women of the rylstone women's institute in north yorkshire . 
",neut
"but all their training couldn't have prepared them for what they were going to encounter . . . 
",neut
"and does he feel the same way about daniel ? 
",neut
"soon , annie's condition helps leoncio's children realize the essence of a family . 
",neut
"over 80 of the world's greatest martial artists demonstrate techniques and discuss philosophy in this fascinating account of the martial arts phenomenon and its increasing global popularity . 
",neut
"their life , though unusual , is satisfying until one day , a man named barry kolker ( that her mother refers to at first as "" the goat man "" ) comes into their lives , and ingrid falls madly in love with him , only to have her heart broken , and her life ruined . 
",neut
"wishing to free himself more firmly he locks himself into d&#233 ; pendance and lack of power . 
",neut
"in the end , both come to new understanding of what is important and appear to be set in new ethical and moral directions . 
",neut
"but the reverie was broken when his family sent devdas to london for education . 
",neut
"since then , he was considered crazy by everyone in town , except for his childhood girlfriend , caitlin ( emma caulfield ) , and her younger brother . 
",neut
"he is imprisoned , awaiting the death sentence for his crimes . 
",neut
"he accidentally discovers that the chinese mafia , the tong , is using his newly discovered ancient chinese artifacts to hide and smuggle narcotics across the border . 
",neut
"fame hungry roxie hart dreams of a life on the vaudville stage , and spends her nights jazzing it up in the bright lights of chicago , continually hoping that she'll find her lucky break , and be shot into 1920's stardom , so able to flee her boring husband amos . 
",neut
"leader of the pack luck ( danny lopes ) , fueled on major hallucinogens , transports the gang to the reverend's isolated house where the basis of the second plot has been set simultaneously . 
",neut
"marquez is working with barrillo , and is about to assassinate el presidente and assume power . 
",neut
"the human stain is the story of coleman silk ( hopkins ) , a classics professor with a terrible secret that is about to shatter his life in a small new england town . 
",neut
"the teen liar then has to match wits with wolf , who also turns out to be a big liar . 
",neut
"amelia is quickly following into the footsteps of her mother , sanjuanera , who has been engaged in a long-time affair with father benito . 
",neut
"the lover literally searches the ends of the earth , the possessed child follows in the hopes that the lover will lead him to his quarry . 
",neut
"indeed , it appears that all of his advances go unnoticed on this lovely but embittered singled mom . 
",neut
"he has been hired by an american known only as "" wall street "" ( see rule two ) to make a delivery , but when frank stops along route , he notices his "" package "" is moving . 
",neut
"for carlos - who has been challenged by his mentor to rework a superficial comic strip into something with depth and substance - running the store is the last thing on his mind . 
",neut
"japanese animation - or 'anime' for those in the know - boasts one of the fastest growing fan bases in the entertainment industry , as evidenced by returns in the neighborhood of $65 million per year . 
",neut
"eric , of course , deep down , wants to do it . 
",neut
"when taraneh discovers she is pregnant she decides against all advice and intense social pressure , to keep the baby . 
",neut
"an engineer creates the ultimate weapon in a battle against aliens , only to be suspected as an alien himself . 
",neut
"a fast-paced look into the world of underground street-racing . 
",neut
"this doesn't go down well with his superiors and they decide that rajput is now a liability to the bank and they sack him . 
",neut
"however , he can only inhabit the body of a child for a short time . 
",neut
"he throws a book and as soon as it lands it's back where he picked it up . 
",neut
"the gang breaks their leader out of jail , killing the policemen in the process . 
",neut
"while 'studying' , he is busted by his mother and begs her not to tell his dad . 
",neut
"the regulus submarines were the forerunners of these weapons , and proved the concept that stabilized the cold war . 
",neut
"one day a mysterious young man enters her world . 
",neut
"she meets noble , an endearing bundle of tragic flaws , and sparks fly between these two lost but likeable souls . 
",neut
"the teen must decide whether to become immortal and stay with a tuck she's fallen in love with . 
",neut
"a woman who is again able to reach out for love . 
",neut
"slowly , it changed to love but it was still unsaid . 
",neut
"however , tania , his wife , tries to push him away from his criminal life , with no success . 
",neut
" "" the institute "" is also for the once-famous , who , having bottomed out , also have no where else to turn but brookdale . 
",neut
"we follow the wacky exploits of the town's inhabitants from sassy saloon girls and amazonian behemoth parrots to hypnotist dentists and 400-pound tooth fairies . 
",neut
"after watching their father being gunned down in front of their eyes as children , thomas and sean phelan grow up building their lives on opposite ends of the law . 
",neut
"the film is told in flashbacks with a female reporter interviewing gale . 
",neut
"he has orchestrated a perverse sport where prisoners fight , sometime to the death for the entertainment and profit of he and his cronies . 
",neut
"making use of homemade steel helmets and chest plates to stop bullets , they committed a series of robberies from 1878-80 , when kelly was captured and hanged in melbourne . 
",neut
"kar is an unlikely candidate , a streetwise young man whose only interest is himself . 
",neut
"a recess in a wall , as for holding a statue . 
",neut
"to ease their roommate ( selma blair ) through a relationship-induced depression , cameron diaz and christina applegate take her out on the town . 
",neut
"in order to continue giving therapy without leaving his home he gives it over the internet . 
",neut
"edi is wrongly accused of having raped the girl whose brothers have got the control over one of the city areas . 
",neut
"john connor ( nick stahl ) is living in the streets as a hacker . 
",neut
"they've known each other since they met as children , when both discovered hip-hop for the first time . 
",neut
"also , a conservative judge and the attorney general become suspicious of his early release and it's relation to the murdered prisoner . 
",neut
"the two jedi are then sent on two different missions , anakin is sent to naboo with padme and obi-wan is sent to the planet of kamino where he will investigate the assassination attempts . 
",neut
"narrated by james ellroy , stan brakhage , and dr . roy menninger . 
",neut
"but when hong's investigation starts to point to nunn , nunn becomes worried and decides to hire angel . com for another hit ^&#214 ; only so he can double-cross them , wipe them out and prevent them from leading the police back to him . 
",neut
"when he begins the mission he meets the exuberant tina ( kareena kapoor ) . 
",neut
"in harlem , martin blaze , a writer for vibe , thinks he's a loser since his fianc&#233 ; e cheated on him . 
",neut
"he and joey have been painfully estranged ever since vincent divorced his wife and left the decaying boardwalks of long beach , long island for the anonymity of manhattan and a successful career with the nypd . 
",neut
"mother and daughter hide in the "" panic room , "" a secret room designed for just such a purpose , but still end up fighting for their lives . . . 
",neut
"in the meantime , she has had a little love affair with a young man from the village , found a girlfriend from her childhood days , swum in the sea , and found a way to live in peace with her melancholic memories . 
",neut
"however , when a friend confronts him with a very dark and horrifying scam for some quick dough and good times , he declines , but never the less he soon finds himself entangled in a web of sex , drugs and christmas carols . 
",neut
"unfortunately the third seems out of reach - the beautiful , seductive anne elise . 
",neut
"unaware she is the object of his affection , frankie is in for a big surprise when she shows up after work with mervin ( keith david ) on her arm . 
",neut
"a fourteen year old lad discovers his first love at the point of his pencil whilst drawing the portrait of a sickly but coquettish fifteen year old girl . 
",neut
"the republic of vermont lasted from 1777-1791 when it became the 14th state . 
",neut
"the story is about a woman who works in some sort of facility and one night while she is on late shift the computers go crazy because they have been possesed by a spirit . 
",neut
"shae is about to return to bed when she hears water running in the bathroom . 
",neut
"mirabelle falls in love with the glamorous ray , and her life takes a magical turn , but eventually she realizes that she must empower herself and make a choice between them . 
",neut
"her father is livid over her dating a non-greek . 
",neut
"he naively muddles through an underworld of illegal immigrants , immigration lawyers and the ins , and the love of an american girl of indian origin . 
",neut
"cathy ( julianne moore ) is the perfect 50s housewife , living the perfect 50s life : healthy kids , successful husband , social prominence . 
",neut
"the agonizing memory that has tortured him all his life--the death of his father , a convicted murderer who was executed when vincent was just a boy--still plagues him . 
",neut
"two brothers along with an ensemble of fresh talent made all this possible and were brought into the light . 
",neut
"renowned adventurer allan quatermain ( connery ) leads a team of extraordinary figures with legendary powers to battle the technological terror of a madman known as "" the fantom . "" 
",neut
"the husband meets a man who knows what to do with his sexuality . 
",neut
"brings back nick tellis , fired 18-months ago when a stray bullet hits a pregnant woman . 
",neut
"in the first trip in november 2001 , majidi visited the refugee camp of makaki in a taliban controlled area and mile 46 , another small camp situated in a northern alliance held area . 
",neut
"in the dark silence of the sea during world war ii , the submarine u . s . s . 
",neut
"one day alice enters the shop with her little daughter . 
",neut
"he has come back to visit his mother's grave ( somehow he missed her funeral by just one day ) ; but instead he finds himself in an all too familiar place , a bar . 
",neut
"cameroon and its peoples are the lark , its feathers plucked first by colonialism and then by native strong-men : "" alouette , je te plumerai . "" 
",neut
"those who loved graham yesterday shouldn't count on today . 
",neut
"daniel soon gets his chance to find out when the basement floods and his mother insists daniel share his bedroom with robert while the plumbers fix the mess downstairs . . . 
",neut
"investigating possible health code violations , "" jennifer/samantha "" , ( sara downing ) , a career-driven reporter for "" the philadelphia enquirer "" , checks in under the guise of a patient , in lieu of getting a hot story . 
",neut
"to get the job done , they must all do what they have never done before # trust each other . 
",neut
"desperate ) ones who undergo sexually-charged secret rituals and become the 'the chosen few' . 
",neut
"meanwhile , a farmer and his son set out on a personal mission to hunt the creeper down . 
",neut
"ruled by instant gratification and material desires , they plot to steal a napoleon collection from one of their parents' homes . 
",neut
"in 1931 , in chicago , michael sullivan ( tom hanks ) , a hit man working for john rooney ( paul newman ) , and irish mob boss , faces a dilemma when what he does his witnessed by his twelve-year-old son . 
",neut
"levi , is an ex-navy man and an animal rights activist who returns home to find the war at home harder to fight than anything he's ever encountered , but what and who is he fighting for ? 
",neut
"the unluckiest man in vegas ( william h . macy ) - a guy whose bad luck is contagious - is used by the last of the old time mob run casinos to kill high rollers' action . 
",neut
"with david carradine , theo van gogh , kate clarke and henry jaglom - featuring a soundtrack by grammy nominated composer willie wisely , who also plays the lead character , willie vincent . 
",neut
"at the same time , william has become the object of wrath by a popular but pompous and pridefilled christian radio commentator who brands william as a false prophet and seeks to destroy him . 
",neut
"shot in the spectacular sierra nevada mountains , "" the last place on earth "" is a funny , moving film about food , passion , love and a one eared dog . 
",neut
"but emile's past is sometimes more familiar and immediate than the world before his eyes . 
",neut
"months on , marie finds herself alone , life having taken a dramatic turn . 
",neut
"out of money and out of luck ambitious sophie pressures marie into accepting a lucrative job as surrogate mother . 
",neut
"carol miller is a psychologist with a dark secret that prevents her making physical contact with other people . 
",neut
"documentary about robert mcnamara , secretary of defense in the kennedy and johnson administrations , who subsequently became president of the world bank . 
",neut
"will taco chick and salsa girl assist superfag in defeating this evil menace ? 
",neut
"how does one ask his wife to try something that breaks so many taboos ? 
",neut
"lee holloway is a smart , quirky woman in her twenties who returns to her hometown in florida after a brief stay in a mental hospital . 
",neut
"he seeks the wisdom of his friend and confidant saiid and together their attempts to give niche his identity leads to more problems . . . in 
",neut
"kilabot is now off to save sienna and to avenge kamandag's death . 
",neut
"marly has given her career as an aquatic weeki wachee mermaid up and her marriage to steve is over . 
",neut
"he sells them the drugs , they teach him how to smoke a joint . 
",neut
"he dreams of shedding all material worth and going on a spiritual awakening . 
",neut
"nikola , the director , and his friends have to make the choice - whether to compromise with their consciences and their art , ( as normally happens here in the balkans ) , or whether to preserve katerina's message . 
",neut
"it all leads to more tragedy and the movie jumps to 12 years later . 
",neut
"only nurse bloom knows the spells to ensure that the child will see benevolent spirits , not evil ones , but she hasn't bargained for lena's mother , who scoffs at 'old time ideas' and discreetly disposes of the special tea the nurse has brewed . 
",neut
"durval and his mother carmita live at the back of "" durval discos "" , a record store they own in s&#227 ; o paulo , specializing in vinyl records . 
",neut
"rajput blackmails neha ( sushmita sen ) to use her professional skills to help his plan , to train three blind men to rob the bank for him . 
",neut
"these four queens became germany's most popular drag performers and have been busy fertilizing the german cultural scene . 
",neut
"dealing with the aftermath of the 'accident' brings out the best and the worst in them . 
",neut
"and with the birth of tiz's son , it becomes unavoidably evident that tiz's fate and his hopes for success involve far more than just his own happiness . 
",neut
"among the drove is a pair of con men , on a decadent road trip as santa and his elf . 
",neut
"the trouble is , something is already waiting for them inside - something that doesn't want them to leave . 
",neut
"he has yet to break out from under his mentor's shadow until he finds a pair of love letters in the textbook that once belonged to one of his idols , a famous long dead victorian poet . 
",neut
"the film , a follow-up to "" jack the dog "" , is described as a black comedy about a reformed womanizer ( nestor carbonell ) who struggles to keep his family together . 
",neut
"the double wedding on valentine's day arrives in a flurry of yelling , confessions and proposals . 
",neut
"but soon they recieve a "" sign "" and are called back into action as a pastor is murdered in a boston church and the crime scene is staged to make it look like the work of the saints . 
",neut
"at first suspicious , then curious , and ultimately captivated , he watches as a life unknown to him unfolds before his eyes . 
",neut
"but instead of broadway or movies , her appearances have been limited to industrials and infomercials . 
",neut
"after john anderton lost his son to a crime a six years ago , he took up drugs , and works the precog division like nobody else . 
",neut
"however when sex and greed rear-up between the good crims and the bad cops , the consequences are both bizarre and fatal . 
",neut
"'loosely based on a true love story' is a romantic comedy starring kate hudson as emma and luke wilson as alex . alex is an author whose writer's block and gambling debts have landed him in a jam . 
",neut
"discouraged , and on the point of giving up writing , yun fei meets a young girl who can't see colours , who encourages him to persevere . 
",neut
"patricia is able to escape las vegas , not before having had to overcome the heavily threatening katherine and a brutal nurse ( lilyan chauvin ) who aimed to to keep her constantly drugged . 
",neut
"wounded by tom's derision , michael befriends ex-convict everette hatch , who , recognizing opportunity , exploits michael's ideas to his advantage . 
",neut
"they get away in their mini coopers , which are small enough to drive on sidewalks so they can make a clean get away before the traffic jam clears . 
",neut
"november 1918 the army of soviet union conquers narva&#180 ; s and petser&#180 ; s cities in spite of their peaceful announcements . 
",neut
"kidnapper jash uploads the video clip of anna being tortured onto the internet , which instantly becomes the talk of hong kong . 
",neut
"the film covers the life of young patricia ( jolie jackunas ) who longs for a career as a singer and songwriter . 
",neut
"ever since her new neighbor , mr . mackenheim , the former ruler of a distant alien planet , moved in , all the cats in the neighborhood have been disappearing . 
",neut
"her maid of honor says she's got to call off the wedding , but that proves much more difficult than expected . 
",neut
"second in a three-part anthology on relationships between humans and aliens . 
",neut
"yeh kaisi mohabbat ( ykm ) is a romantic thriller . 
",neut
